# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
7016DCAB	WCMV	7016DC94	HELP	CONCAT-PIECE+SUBSTR	a	EMIT			7016DCAA	[@ac2, 6] = [@ac3, 6]	mixed	5	piece 2/2 of HELP ('frame', 336)
7016DCB4	WCMV	7016DC94	HELP	COPY-STR-EXACT	a	EMIT			7016DCAD 7016DCAF 7016DCB1 7016DCB3	[@bp(ac3, 100), 50] = [@bp(ac3, 0x150), 50]	expr	4	piece 1/2 of HELP ('frame', 100); copy-out of HELP ('frame', 336) (total MATCH)
7016DCBA	WCMV	7016DC94	HELP	CONCAT-PIECE	a	EMIT			7016DCB5 7016DCB7 7016DCB9	[@ac2, 4] = [@0x7016C2D5:0, "  |\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016DD2E	WCMV	7016DD27	HELP	COPY-LIT-EXACT	a	EMIT			7016DD27 7016DD29 7016DD2B 7016DD2D	[@bp(ac3, 0x150), 126] = [@0x7016C243:0, "Special structures are:\x0A\x0A    |----|\x0A    | ** |           _^^_      \x3B\x3B\x3B\x3B\x3B\x3B\x3B\x3B\x0A    | ** |--|        \x14|  |\x15      | /  \x5C |    \x14{}\x15\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016DD34	WCMV	7016DD27	HELP	CONCAT-PIECE	a	EMIT			7016DD2F 7016DD31 7016DD33	[@ac2, 120] = [@0x7016C207:0, "    | ***** |        hold      \x14|/\x15    \x14\x5C|\x15 alchemist\x0A    |-------|                  temple     home\x0AFortress of Albion\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016DD6F	WCMV	7016DD68	HELP	COPY-LIT-EXACT	a	EMIT			7016DD68 7016DD6A 7016DD6C 7016DD6E	[@bp(ac3, 0x150), 134] = [@0x7016C167:0, "Magic symbols are:\x0A\x0A\x0ERi\x0F - Signet ring   \x0EOr\x0F - Golden orb   \x0ECr\x0F - Crown\x0A\x0ESc\x0F - Scepter       \x0ESe\x0F - Great seal   \x0EBo\x0F - Magic boots\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016DD75	WCMV	7016DD68	HELP	CONCAT-PIECE	a	EMIT			7016DD70 7016DD72 7016DD74	[@ac2, 115] = [@0x7016C12D:0, "\x0ETk\x0F - Trans key     \x0ECl\x0F - Cloak        \x0ESg\x0F - Spy glass\x0A\x0EOn\x0F - One ring      \x0EMr\x0F - Magic rope   \x0ECa\x0F - Caduceus\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016DD7E	WCMV	7016DD68	HELP	COPY-STR-EXACT	a	EMIT			7016DD77 7016DD79 7016DD7B 7016DD7D	[@bp(ac3, 0x3C8), 249] = [@bp(ac3, 0x150), 249]	expr	4	piece 1/2 of HELP ('frame', 968); copy-out of HELP ('frame', 336) (total MATCH)
7016DD84	WCMV	7016DD68	HELP	CONCAT-PIECE	a	EMIT			7016DD7F 7016DD81 7016DD83	[@ac2, 149] = [@0x7016C0E1:0, "\x0ETh\x0F - Thor's hammer \x0ECb\x0F - Crystal ball \x0EWs\x0F - Wizards scroll\x0A\x0EIr\x0F - Invis. ring   \x0ETr\x0F - Teleport ring\x0A\x0ESr\x0F - Staff of Ra   \x0ESd\x0F - Staff of Death\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016DDA6	WCMV	7016DD9F	HELP	COPY-LIT-EXACT	a	EMIT			7016DD9F 7016DDA1 7016DDA3 7016DDA5	[@bp(ac3, 0x150), 182] = [@0x7016C085:0, "\x14Food\x15\x0A\x0A    Food rations can be purchased at stores.  They last for\x0Aabout seven days, a day being approx. 60 moves.  Food is\x0Aautomatically consumed from either you inventory or from\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016DDAC	WCMV	7016DD9F	HELP	CONCAT-PIECE	a	EMIT			7016DDA7 7016DDA9 7016DDAB	[@ac2, 71] = [@0x7016C061:0, "your backpack.  When the rations are fully consumed, they are\x0Aremoved.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016DDC9	WCMV	7016DDC2	HELP	COPY-LIT-EXACT	a	EMIT			7016DDC2 7016DDC4 7016DDC6 7016DDC8	[@bp(ac3, 0x3C8), 184] = [@0x7016C005:0, "\x0A\x14Water\x15\x0A\x0A    You must drink water every 20 turns or you will begin\x0Ato weaken.  You can take a drink by walking into any drinkable\x0Awater source.  Water can be carried in a water skin.\x0A"]	expr	4	piece 1/2 of HELP ('frame', 968)
7016DDCF	WCMV	7016DDC2	HELP	CONCAT-PIECE	a	EMIT			7016DDCA 7016DDCC 7016DDCE	[@ac2, 237] = [@0x7016BF8D:0, "Empty skins are sold at stores for a nominal cost.  You can\x0Afill a water skin by moving through a drinkable source,\x0Aproviding that the skin is in your inventory (not backpack).\x0AYou must have the water skin in the inventory to drink from\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016DDD8	WCMV	7016DDC2	HELP	COPY-STR-EXACT	a	EMIT			7016DDD1 7016DDD3 7016DDD5 7016DDD7	[@bp(ac3, 0x770), 0x1A5] = [@bp(ac3, 0x3C8), 0x1A5]	expr	4	piece 1/2 of HELP ('frame', 1904)
7016DDDE	WCMV	7016DDC2	HELP	CONCAT-PIECE	a	EMIT			7016DDD9 7016DDDB 7016DDDD	[@ac2, 72] = [@0x7016BF69:0, "it.  The drinking process from the skin will be handled\x0Aautomatically.\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 1904)
7016DF66	WCMV	7016DF59	INIT_OBJ_TBL	COPY-LIT-EXACT+SUBSTR	b	EMIT			7016DF63	[@ac2, ac0] = [@0x7015155A:0, ac1]	mixed	5	piece 1/1 of INIT_OBJ_TBL None
7016E005	WCMV	7016DFF8	INIT_OBJ_TBL	COPY-LIT-EXACT+SUBSTR	b	EMIT			7016E002	[@ac2, ac0] = [@0x7015155A:0, ac1]	mixed	5	piece 1/1 of INIT_OBJ_TBL None
7016E033	WCMV	7016E020	INIT_OBJ_TBL	ASSIGN-STR-FIXED+SUBSTR	b	EMIT				[@(bp(M32[0x70000210], 1) + ((sx16(M16[0x70000216]) * 2) + 0x3E1CF)), 2] = [@ac3, ac1]	mixed	5	
7016E355	WCMV	7016E34E	KILL_PLAYER	ASSIGN-STR-VARYING-PAD	?	EMIT			7016E350 7016E352	[@bp(ac3, 0x40A), ac0] = [@0x7000021D:0, ac1]	mixed	5	
7016EC11	WCMV	7016EBFD	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016EC0C 7016EC0E 7016EC10	[@bp(ac3, 0x414), 6] = [@0x7016EAD3:0, "\x0A     "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1044)
7016EC1C	WCMV	7016EBFD	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EC13 7016EC15 7016EC18 7016EC1B	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 14)]) * 12) - 0xFFFFD9A)])] = [@bp((sx16(M16[wp(ac3, 14)]) * 12), -0x1FFFFB32), sx16(M16[((sx16(M16[wp(ac3, 14)]) * 12) - 0xFFFFD9A)])]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1044)
7016EC27	WCMV	7016EBFD	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016EC1E 7016EC20 7016EC21 7016EC23 7016EC25	[@wp(ac3, 568), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 12) - 0xFFFFD9A)]) + 6) varying] = [@bp(ac3, 0x414), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 12) - 0xFFFFD9A)]) + 6)]	expr	5	copy-out of LIST_PLAYERS ('frame', 1044) (total MATCH)
7016ED28	WCMV	7016ED1F	LIST_PLAYERS	ASSIGN-STR-FIXED	a	EMIT			7016ED20 7016ED22 7016ED24 7016ED26	[@bp(ac3, 48), 12] = [@bp(M32[wp(ac3, 16)], 2), ac1]	mixed	5	
7016ED54	WCMV	7016ED46	LIST_PLAYERS	COPY-LIT-EXACT	d	EMIT			7016ED51 7016ED53	[@bp(ac3, 0x468), 2] = [@0x7016EA64:0, " \x14"]	expr	4	piece 1/1 of LIST_PLAYERS ('frame', 1128)
7016ED61	WCMV	7016ED46	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016ED5A 7016ED5C 7016ED5E 7016ED60	[@bp(ac3, 60), 3] = [@bp(ac3, 0x468), 3]	expr	4	piece 1/1 of LIST_PLAYERS ('frame', 60)
7016EE41	WCMV	7016EE3A	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016EE3A 7016EE3C 7016EE3E 7016EE40	[@bp(ac3, 0x470), 3] = [@0x7016EA5D:0, "   "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016EE48	WCMV	7016EE3A	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EE42 7016EE45 7016EE47	[@ac2, 12] = [@bp(ac3, 48), 12]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016EE51	WCMV	7016EE3A	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EE4A 7016EE4C 7016EE4E 7016EE50	[@bp(ac3, 0x414), 15] = [@bp(ac3, 0x470), 15]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1044); copy-out of LIST_PLAYERS ('frame', 1136) (total MATCH)
7016EE58	WCMV	7016EE3A	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EE52 7016EE55 7016EE57	[@ac2, 4] = [@bp(ac3, 60), 4]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1044)
7016EE61	WCMV	7016EE3A	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EE5A 7016EE5C 7016EE5E 7016EE60	[@bp(ac3, 0x470), 19] = [@bp(ac3, 0x414), 19]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016EE67	WCMV	7016EE3A	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EE62 7016EE64 7016EE66	[@ac2, 2] = [@0x7016EA5F:0, "| "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016EEC8	WCMV	7016EEC1	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EEC1 7016EEC3 7016EEC5 7016EEC7	[@bp(ac3, 0x470), 3] = [@bp(ac3, 48), 3]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016EECE	WCMV	7016EEC1	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EEC9 7016EECB 7016EECD	[@ac2, 3] = [@0x7016EA5B:0, " | "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016EF2F	WCMV	7016EF28	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EF28 7016EF2A 7016EF2C 7016EF2E	[@bp(ac3, 0x470), 5] = [@bp(ac3, 48), 5]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016EF35	WCMV	7016EF28	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EF30 7016EF32 7016EF34	[@ac2, 3] = [@0x7016EA5B:0, " | "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016EF96	WCMV	7016EF8F	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EF8F 7016EF91 7016EF93 7016EF95	[@bp(ac3, 0x470), 5] = [@bp(ac3, 48), 5]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016EF9C	WCMV	7016EF8F	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EF97 7016EF99 7016EF9B	[@ac2, 3] = [@0x7016EA5B:0, " | "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016EFFD	WCMV	7016EFF6	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016EFF6 7016EFF8 7016EFFA 7016EFFC	[@bp(ac3, 0x470), 5] = [@bp(ac3, 48), 5]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016F003	WCMV	7016EFF6	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016EFFE 7016F000 7016F002	[@ac2, 4] = [@0x7016EA59:0, " |  "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016F068	WCMV	7016F05D	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F063 7016F065 7016F067	[@bp(ac3, 0x471), 5] = [@0x7016EA55:0, "  |  "]	expr	4	piece 1/1 of LIST_PLAYERS ('frame', 1137)
7016F0CD	WCMV	7016F0C2	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F0C8 7016F0CA 7016F0CC	[@bp(ac3, 0x471), 7] = [@0x7016EA51:0, "  |    "]	expr	4	piece 1/1 of LIST_PLAYERS ('frame', 1137)
7016F12E	WCMV	7016F127	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016F127 7016F129 7016F12B 7016F12D	[@bp(ac3, 0x470), 2] = [@bp(ac3, 48), 2]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016F134	WCMV	7016F127	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F12F 7016F131 7016F133	[@ac2, 7] = [@0x7016EA4D:0, "   |   "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016F195	WCMV	7016F18E	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016F18E 7016F190 7016F192 7016F194	[@bp(ac3, 0x470), 2] = [@bp(ac3, 48), 2]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016F19B	WCMV	7016F18E	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F196 7016F198 7016F19A	[@ac2, 4] = [@0x7016EA4B:0, "  |\x0A"]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016F2A6	WCMV	7016F27B	LIST_PLAYERS	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/1 of LIST_PLAYERS ('frame', 1045)
7016F2AF	WCMV	7016F27B	LIST_PLAYERS	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of LIST_PLAYERS ('frame', 1168)
7016F2B5	WCMV	7016F27B	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F2B0 7016F2B2 7016F2B4	[@ac2, 4] = [@0x7016EA45:0, " in "]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1168)
7016F2BE	WCMV	7016F27B	LIST_PLAYERS	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of LIST_PLAYERS ('frame', 1340); copy-out of LIST_PLAYERS ('frame', 1168) (total MATCH)
7016F2C6	WCMV	7016F27B	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F2BF 7016F2C2 7016F2C5	[@ac2, sx16(M16[0x7000021C])] = [@0x7000021C, varying]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1340)
7016F2D1	WCMV	7016F27B	LIST_PLAYERS	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7016F2CD 7016F2CF	[@bp(ac3, 0x5E6), ac0] = [@bp(ac3, 0x53C), ac1]	mixed	6	copy-out of LIST_PLAYERS ('frame', 1340) (total MATCH)
7016F306	WCMV	7016F2E7	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F301 7016F303 7016F305	[@bp(ac3, 0x414), 12] = [@0x7016EA3F:0, " -- City of "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1044)
7016F312	WCMV	7016F2E7	LIST_PLAYERS	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of LIST_PLAYERS ('frame', 1044)
7016F31D	WCMV	7016F2E7	LIST_PLAYERS	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7016F319 7016F31B	[@bp(ac3, 0x492), ac0] = [@bp(ac3, 0x414), ac1]	mixed	6	copy-out of LIST_PLAYERS ('frame', 1044) (total MATCH)
7016F35D	WCMV	7016F34E	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F358 7016F35A 7016F35C	[@bp(ac3, 0x490), 3] = [@0x7016EA3D:0, " ( "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1168)
7016F364	WCMV	7016F34E	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F35F 7016F361 7016F363	[@ac2, sx16(M16[wp(ac3, 522)])] = [@wp(ac3, 522), varying]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1168)
7016F36D	WCMV	7016F34E	LIST_PLAYERS	COPY-STR-EXACT	a	EMIT			7016F366 7016F368 7016F36A 7016F36C	[@bp(ac3, 0x414), (sx16(M16[wp(ac3, 522)]) + 3)] = [@bp(ac3, 0x490), (sx16(M16[wp(ac3, 522)]) + 3)]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1044); copy-out of LIST_PLAYERS ('frame', 1168) (total MATCH)
7016F373	WCMV	7016F34E	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F36E 7016F370 7016F372	[@ac2, 4] = [@0x7016EA3B:0, " % )"]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1044)
7016F37E	WCMV	7016F34E	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F375 7016F377 7016F378 7016F37A 7016F37C	[@wp(ac3, 584), (sx16(M16[wp(ac3, 522)]) + 7) varying] = [@bp(ac3, 0x414), (sx16(M16[wp(ac3, 522)]) + 7)]	expr	5	copy-out of LIST_PLAYERS ('frame', 1044) (total MATCH)
7016F495	WCMV	7016F488	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F490 7016F492 7016F494	[@bp(ac3, 0x490), 14] = [@0x7016EA1B:0, "\x0A    Wealth $ "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1168)
7016F49C	WCMV	7016F488	LIST_PLAYERS	CONCAT-PIECE	a	EMIT			7016F497 7016F499 7016F49B	[@ac2, sx16(M16[wp(ac3, 522)])] = [@wp(ac3, 522), varying]	mixed	4	piece 2/2 of LIST_PLAYERS ('frame', 1168)
7016F4A7	WCMV	7016F488	LIST_PLAYERS	ASSIGN-STR-VARYING	a	EMIT			7016F49E 7016F4A0 7016F4A1 7016F4A3 7016F4A5	[@wp(ac3, 522), (sx16(M16[wp(ac3, 522)]) + 14) varying] = [@bp(ac3, 0x490), (sx16(M16[wp(ac3, 522)]) + 14)]	expr	5	copy-out of LIST_PLAYERS ('frame', 1168) (total MATCH)
7016F4D2	WCMV	7016F4BE	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F4CD 7016F4CF 7016F4D1	[@bp(ac3, 0x470), 5] = [@0x7016EA17:0, "\x0A    "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016F4DD	WCMV	7016F4BE	LIST_PLAYERS	CONCAT-PIECE+CALLRESULT	a	EMIT			7016F4D4 7016F4D6 7016F4D9 7016F4DC	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFCFB)])] = [@bp((sx16(M16[wp(ac3, 14)]) * 9), -0x1FFFF9F4), sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFCFB)])]	mixed	6	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016F4E8	WCMV	7016F4BE	LIST_PLAYERS	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7016F4DF 7016F4E1 7016F4E2 7016F4E4 7016F4E6	[@wp(ac3, 522), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFCFB)]) + 5) varying] = [@bp(ac3, 0x470), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFCFB)]) + 5)]	expr	6	copy-out of LIST_PLAYERS ('frame', 1136) (total MATCH)
7016F50E	WCMV	7016F4FA	LIST_PLAYERS	COPY-LIT-EXACT	a	EMIT			7016F509 7016F50B 7016F50D	[@bp(ac3, 0x470), 5] = [@0x7016EA17:0, "\x0A    "]	expr	4	piece 1/2 of LIST_PLAYERS ('frame', 1136)
7016F519	WCMV	7016F4FA	LIST_PLAYERS	CONCAT-PIECE+CALLRESULT	a	EMIT			7016F510 7016F512 7016F515 7016F518	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)])] = [@bp((sx16(M16[wp(ac3, 14)]) * 9), -0x1FFFF4E4), sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)])]	mixed	6	piece 2/2 of LIST_PLAYERS ('frame', 1136)
7016F524	WCMV	7016F4FA	LIST_PLAYERS	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			7016F51B 7016F51D 7016F51E 7016F520 7016F522	[@wp(ac3, 522), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 5) varying] = [@bp(ac3, 0x470), (sx16(M16[((sx16(M16[wp(ac3, 14)]) * 9) - 0xFFFFA73)]) + 5)]	expr	6	copy-out of LIST_PLAYERS ('frame', 1136) (total MATCH)
7016F719	WCMV	7016F6F2	LOOK	COPY-STR-EXACT	a	EMIT			7016F714 7016F716 7016F718	[@bp(ac3, 113), sx16(M16[((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15)])] = [@((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15), varying]	expr	4	piece 1/1 of LOOK ('frame', 113)
7016F722	WCMV	7016F6F2	LOOK	COPY-STR-EXACT	a	EMIT			7016F71B 7016F71D 7016F71F 7016F721	[@bp(ac3, 148), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15)]) + 1)] = [@bp(ac3, 112), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15)]) + 1)]	expr	4	piece 1/1 of LOOK ('frame', 148)
7016F730	WCMV	7016F6F2	LOOK	ASSIGN-STR-VARYING	a	EMIT			7016F72C 7016F72E	[@bp(ac3, 18), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15)]) + 2)] = [@bp(ac3, 148), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 20) + M32[0x70000212] - 15)]) + 2)]	expr	5	copy-out of LOOK ('frame', 148) (total MATCH)
7016FEDA	WCMV	7016FE9D	MOVE_FAMILIAR	COPY-STR-EXACT	a	EMIT			7016FED5 7016FED7 7016FED9	[@bp(ac3, 105), sx16(M16[((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23)])] = [@((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23), varying]	expr	4	piece 1/1 of MOVE_FAMILIAR ('frame', 105)
7016FEE3	WCMV	7016FE9D	MOVE_FAMILIAR	COPY-STR-EXACT	a	EMIT			7016FEDC 7016FEDE 7016FEE0 7016FEE2	[@bp(ac3, 140), (sx16(M16[((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23)]) + 1)] = [@bp(ac3, 104), (sx16(M16[((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23)]) + 1)]	expr	4	piece 1/2 of MOVE_FAMILIAR ('frame', 140)
7016FEE9	WCMV	7016FE9D	MOVE_FAMILIAR	CONCAT-PIECE	a	EMIT			7016FEE4 7016FEE6 7016FEE8	[@ac2, 13] = [@0x7016FBD1:0, " is hit by a "]	mixed	4	piece 2/2 of MOVE_FAMILIAR ('frame', 140)
7016FEF2	WCMV	7016FE9D	MOVE_FAMILIAR	COPY-STR-EXACT	a	EMIT			7016FEEB 7016FEED 7016FEEF 7016FEF1	[@bp(ac3, 184), (sx16(M16[((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23)]) + 14)] = [@bp(ac3, 140), (sx16(M16[((sx16(M16[M32[wp(ac3, -12)]]) * 686) + M32[0x70000210] + 23)]) + 14)]	expr	4	piece 1/2 of MOVE_FAMILIAR ('frame', 184)
7016FEFD	WCMV	7016FE9D	MOVE_FAMILIAR	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 2/2 of MOVE_FAMILIAR ('frame', 184)
7016FF06	WCMV	7016FE9D	MOVE_FAMILIAR	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of MOVE_FAMILIAR ('frame', 252); copy-out of MOVE_FAMILIAR ('frame', 184) (total MATCH)
7016FF14	WCMV	7016FE9D	MOVE_FAMILIAR	ASSIGN-STR-VARYING	a	EMIT			7016FF10 7016FF12	[@bp(ac3, 0x142), ac0] = [@bp(ac3, 252), ac1]	mixed	5	copy-out of MOVE_FAMILIAR ('frame', 252) (total MATCH)
70170366	WCMV	7017034C	MOVE_IN_CAVE	COPY-LIT-EXACT	a	EMIT			70170361 70170363 70170365	[@bp(ac3, 56), 28] = [@0x70170253:0, "\x09Your attempt to escape the "]	expr	4	piece 1/2 of MOVE_IN_CAVE ('frame', 56)
70170371	WCMV	7017034C	MOVE_IN_CAVE	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of MOVE_IN_CAVE ('frame', 56)
7017037A	WCMV	7017034C	MOVE_IN_CAVE	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of MOVE_IN_CAVE ('frame', 116)
70170380	WCMV	7017034C	MOVE_IN_CAVE	CONCAT-PIECE	a	EMIT			7017037B 7017037D 7017037F	[@ac2, 7] = [@0x7017024F:0, " fails!"]	mixed	4	piece 2/2 of MOVE_IN_CAVE ('frame', 116)
7017038B	WCMV	7017034C	MOVE_IN_CAVE	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70170387 70170389	[@bp(ac3, 186), ac0] = [@bp(ac3, 116), ac1]	mixed	6	copy-out of MOVE_IN_CAVE ('frame', 116) (total MATCH)
701704D1	WCMV	701704AD	MOVE_IN_CAVE	COPY-LIT-EXACT	a	EMIT			701704CC 701704CE 701704D0	[@bp(ac3, 56), 3] = [@0x7017023F:0, "\x0BA "]	expr	4	piece 1/2 of MOVE_IN_CAVE ('frame', 56)
701704DC	WCMV	701704AD	MOVE_IN_CAVE	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of MOVE_IN_CAVE ('frame', 56)
701704E5	WCMV	701704AD	MOVE_IN_CAVE	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of MOVE_IN_CAVE ('frame', 116)
701704EB	WCMV	701704AD	MOVE_IN_CAVE	CONCAT-PIECE	a	EMIT			701704E6 701704E8 701704EA	[@ac2, 28] = [@0x70170231:0, " has just entered the room!\x0A"]	mixed	4	piece 2/2 of MOVE_IN_CAVE ('frame', 116)
